TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-11-11 01:00:42.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:42.733,1.232785816607346,1.619973680628881,0.8130463463013329,1.187997969353933,0.919028647785422,1.032815599977947,0.3002936590624137,0.1622633948001005,0.9056784159473753,0.8258720539757334,0.3401064166508427,0.5296397114209289,0.9180629065112882,0.7208263572133917,0.08408299107847551,0.970573175282569,1.005672349481409,0.5120336283040688,0.001103652331060364,0.5918241970070242,849.7802197802198,771.6117216117216,790.1465201465202,1476.739926739927,907.3992673992674,-0.272888,0.075378,0.956299,4.194489,-5.630035,-3.708496,1,2,1,1,2,40.000000
2021-11-11 01:00:43.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:43.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:43.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:43.734,1.232785816607346,0.6517626163413192,1.111568259033327,1.187997969353933,0.919028647785422,0.2641942440884161,0.5710792250321254,0.1622633948001005,0.9056784159473753,0.6741530188271,0.6855830218435301,0.5296397114209289,0.9180629065112882,0.6359565289152505,0.1097213907990141,0.970573175282569,1.005672349481409,0.4009396559722592,-0.07865027265699033,0.5918241970070242,870.3296703296703,794.981684981685,793.7728937728938,1353.040293040293,729.7069597069598,-0.204468,0.075317,0.986694,-2.684174,-8.276825,11.932983,1,2,1,1,2,40.000000
2021-11-11 01:00:44.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:44.734,1.232785816607346,0.5127684524886935,0.8300856134069451,1.187997969353933,0.919028647785422,0.2821673460387959,0.6076345874591975,0.1622633948001005,0.9056784159473753,0.3989364878814328,0.5021158065561775,0.5296397114209289,0.9180629065112882,0.4007637330949995,0.1892381115679646,0.970573175282569,1.005672349481409,0.1357172741522928,0.0148599608624175,0.5918241970070242,818.3516483516484,786.9230769230769,792.967032967033,1161.245421245421,926.3369963369963,-0.083435,0.081665,0.988464,3.529053,-8.261871,-2.923431,1,2,1,1,2,40.000000
2021-11-11 01:00:44.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:45.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:45.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:45.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:45.735,1.232785816607346,0.400301728628281,0.6249025249889153,1.187997969353933,0.919028647785422,0.2077443465295787,0.4614366920526703,0.1622633948001005,0.9056784159473753,0.2779694179922955,0.4554254243697752,0.5296397114209289,0.9180629065112882,0.2668145055535152,0.2437086405187233,0.970573175282569,1.005672349481409,-0.05503567754955491,0.1440395819935286,0.5918241970070242,805.8608058608058,819.5604395604396,725.6776556776557,1014.175824175824,753.4798534798535,-0.104065,0.085632,0.936401,18.250885,8.545990,-20.621033,1,2,1,1,2,40.000000
2021-11-11 01:00:45.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:45.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:46.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:46.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:46.734,1.232785816607346,0.9046121841671279,1.531528972906518,1.187997969353933,0.919028647785422,0.5425501914365843,0.7967684833425662,0.1622633948001005,0.9056784159473753,0.3722108419930742,0.3762176450885666,0.5296397114209289,0.9180629065112882,0.4560951591293296,0.2519908177880459,0.970573175282569,1.005672349481409,0.08597678966795448,0.1351824457381096,0.5918241970070242,1623.406593406593,788.1318681318681,819.96336996337,20.95238095238095,830.0366300366301,-0.300842,0.104126,0.947571,2.198181,-1.816864,-18.721924,1,2,1,1,2,40.000000
2021-11-11 01:00:46.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:47.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:47.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:47.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:47.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:47.746,1.232785816607346,0.7081941897880217,1.281298906807393,1.187997969353933,0.919028647785422,0.377930619342101,0.6992808331866528,0.1622633948001005,0.9056784159473753,0.3765299559548975,0.3020440756942435,0.5296397114209289,0.9180629065112882,0.4451682780530598,0.3120662606866272,0.970573175282569,1.005672349481409,0.2367875441433984,0.1127914195795282,0.5918241970070242,1623.406593406593,799.4139194139194,792.5641025641025,1303.882783882784,807.8754578754579,-0.206848,0.124268,0.974854,6.639404,-9.233856,-2.654266,1,4,1,1,4,40.000000
2021-11-11 01:00:47.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:48.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:48.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:48.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:48.540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:48.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:48.733,1.232785816607346,0.7172452041309905,1.345175180908106,1.187997969353933,0.919028647785422,0.2727319116426579,0.8544601334983764,0.1622633948001005,0.9056784159473753,0.3772452259406401,0.5191827482118448,0.5296397114209289,0.9180629065112882,0.4354799484631242,0.2231725646453277,0.970573175282569,1.005672349481409,0.43636168458494,-0.07845777360941847,0.5918241970070242,0,902.967032967033,1084.285714285714,37.47252747252747,778.8644688644689,-0.265808,0.183716,0.962891,2.968292,6.624451,0.867310,1,2,1,1,2,45.000000
2021-11-11 01:00:48.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:49.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:49.737,1.232785816607346,0.8699925582793069,1.691831350293953,1.187997969353933,0.919028647785422,0.3566801797867657,1.103790641626352,0.1622633948001005,0.9056784159473753,0.01649931822006396,0.5178508532599976,0.5296397114209289,0.9180629065112882,0.5231519612490937,0.118453630406877,0.970573175282569,1.005672349481409,0.5123385944830565,-0.04417654509985282,0.5918241970070242,1193.882783882784,782.0879120879121,736.1538461538462,7.655677655677656,798.6080586080586,-0.253845,0.099609,0.976379,3.200073,-5.577698,-3.723450,1,4,1,1,4,45.000000
2021-11-11 01:00:49.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:50.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:50.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:50.743,1.232785816607346,1.086417887691766,1.548249992840876,1.187997969353933,0.919028647785422,0.01335842375190514,0.1112562995787231,0.1622633948001005,0.9056784159473753,0.8453610723402756,0.3328321241234811,0.5296397114209289,0.9180629065112882,0.6732337065967771,0.285691129208527,0.970573175282569,1.005672349481409,0.4529093520609676,0.1084314703562603,0.5918241970070242,880.4029304029305,793.3699633699634,781.2820512820513,1598.827838827839,773.6263736263736,-0.196106,0.080200,0.991455,6.220703,-9.428253,-0.635529,1,2,1,1,2,45.000000
2021-11-11 01:00:51.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:51.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:51.733,1.232785816607346,0.3961623784027589,0.9580354009644516,1.187997969353933,0.919028647785422,0.005010008557262928,0.1420139136838207,0.1622633948001005,0.9056784159473753,0.1222718444637749,0.4406200908686815,0.5296397114209289,0.9180629065112882,0.2204195523851429,0.1703463492230685,0.970573175282569,1.005672349481409,0.07853102561379616,-0.1051137571543324,0.5918241970070242,871.5384615384615,786.1172161172161,783.6996336996338,1429.194139194139,893.2967032967033,-0.256836,0.104004,0.970642,1.457977,5.248718,16.822815,1,2,1,1,2,45.000000
2021-11-11 01:00:52.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:52.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:52.733,1.693091230177663,0.9937082876011414,1.536753109275794,1.187997969353933,0.9382231565977855,0.3751578061384283,0.7781097404260204,0.1622633948001005,0.7873450638993856,0.1436822317409656,0.5067419156460361,0.5296397114209289,1.268551649714001,0.253709465059396,0.244227743403155,0.970573175282569,1.259965295634082,0.1021705568477262,0.2466788106079656,0.5918241970070242,936.4102564102565,803.8461538461539,789.3406593406594,1276.483516483516,730.9157509157509,-0.190796,0.142029,1.029297,5.802002,-7.454376,-7.349701,1,1,1,1,2,45.000000
2021-11-11 01:00:52.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:53.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:53.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:53.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:53.742,1.693091230177663,0.7578721240806432,0.9572083756623637,1.187997969353933,0.9382231565977855,-0.07097735133205868,0.3076167310779259,0.1622633948001005,0.7873450638993856,0.08886984591295811,0.3144115110426763,0.5296397114209289,1.268551649714001,0.3039309835559936,0.2630655172744385,0.970573175282569,1.259965295634082,0.3505014850928529,0.3850951581142186,0.5918241970070242,905.3846153846154,796.5934065934066,778.0586080586081,1411.062271062271,759.1208791208792,-0.176636,0.155884,0.987122,1.457977,-4.164581,-2.175751,1,1,1,1,2,45.000000
2021-11-11 01:00:53.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:54.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:54.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:54.740,1.693091230177663,0.9480824178903907,1.215362577963008,1.187997969353933,0.9382231565977855,-0.03307104435370018,0.2673503496293833,0.1622633948001005,0.7873450638993856,0.2032118855734046,0.3723786184546305,0.5296397114209289,1.268551649714001,0.2956346131516614,0.3691677930648685,0.970573175282569,1.259965295634082,0.3720412917372355,0.3106407260616263,0.5918241970070242,900.952380952381,763.1501831501831,746.2271062271062,1279.304029304029,951.7216117216118,-0.196716,0.160583,0.946838,11.237640,-8.037567,-36.935425,1,1,1,1,2,45.000000
2021-11-11 01:00:54.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:54.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:55.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:55.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:55.733,1.693091230177663,0.8152713985292253,1.709593381157601,1.187997969353933,0.9382231565977855,-0.1051101459386612,0.3690119979574315,0.1622633948001005,0.7873450638993856,0.8749323239445799,0.5782378947442629,0.5296397114209289,1.268551649714001,0.9010288612248045,0.3336212108401077,0.970573175282569,1.259965295634082,0.733747284681782,0.2484509276522505,0.5918241970070242,894.5054945054945,786.1172161172161,799.0109890109891,250.6227106227106,889.2673992673992,-0.169861,0.062256,0.986328,4.972076,-5.712280,-6.766510,1,2,1,1,4,45.000000
2021-11-11 01:00:56.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:56.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:56.735,1.693091230177663,1.231417383154339,1.606854772077956,1.187997969353933,0.9382231565977855,0.5033105405852748,0.4802221388602276,0.1622633948001005,0.7873450638993856,1.004585977341864,0.595446914962984,0.5296397114209289,1.268551649714001,0.9916359914735053,0.4643025678822683,0.970573175282569,1.259965295634082,0.8759945037305275,0.1818422864131899,0.5918241970070242,873.1501831501831,803.040293040293,788.1318681318681,1512.600732600733,842.1245421245421,-0.256348,0.076233,0.976440,3.207550,-4.089813,-4.082336,1,2,1,1,4,45.000000
2021-11-11 01:00:56.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:57.733,1.693091230177663,1.477174457808689,0.977584875253198,1.187997969353933,0.9382231565977855,0.9252381526487864,0.4916029935017115,0.1622633948001005,0.7873450638993856,1.011755158722846,0.6669623046124087,0.5296397114209289,1.268551649714001,0.9075095966293634,0.634098766844183,0.970573175282569,1.259965295634082,0.6837156818533949,0.2936572928982161,0.5918241970070242,756.3003663003664,788.5347985347986,790.1465201465202,922.7106227106227,817.5457875457876,-0.247070,0.076904,0.974243,3.289795,-2.272949,-1.973877,1,2,1,1,2,45.000000
2021-11-11 01:00:58.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:58.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:58.733,1.693091230177663,0.7317873415051896,0.8415951267745108,1.187997969353933,0.9382231565977855,0.2101555113076914,0.08188960608143457,0.1622633948001005,0.7873450638993856,0.9740530105595135,0.5668697001138828,0.5296397114209289,1.268551649714001,1.072768568022137,0.8733584379145644,0.970573175282569,1.259965295634082,0.9068727705975882,0.4415585409645062,0.5918241970070242,920.2930402930403,770,713.992673992674,1032.307692307692,696.2637362637363,-0.154968,0.107910,1.029358,-4.321594,33.675537,-1.390686,1,2,1,1,2,45.000000
2021-11-11 01:00:59.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:00:59.740,1.693091230177663,1.600250582610971,1.0085014010675,1.187997969353933,0.9382231565977855,0.77754746287086,0.3004473350735574,0.1622633948001005,0.7873450638993856,0.6911825219213859,-0.04460535772223759,0.5296397114209289,1.268551649714001,0.8075165066658814,0.903757950429022,0.970573175282569,1.259965295634082,0.5795775471737828,0.4281287114258934,0.5918241970070242,522.6007326007326,792.967032967033,784.1025641025641,643.8827838827839,782.0879120879121,-0.098816,0.113098,1.137451,0.456085,6.901093,-7.028198,1,2,1,1,4,45.000000
2021-11-11 01:00:59.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:00:59.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:00.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:00.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:00.733,1.693091230177663,1.619024069180769,1.773156234295592,1.187997969353933,0.9382231565977855,0.7982651277735827,0.8475763796766669,0.1622633948001005,0.7873450638993856,0.3671608471224501,0.2655158162347522,0.5296397114209289,1.268551649714001,0.3663357107281086,0.3314227383940895,0.970573175282569,1.259965295634082,0.3613092314929299,0.06015324189783422,0.5918241970070242,761.1355311355312,763.1501831501831,890.8791208791209,934.3956043956044,864.6886446886447,-0.416382,0.143982,0.866455,7.147827,-37.099915,2.198181,1,4,1,1,4,45.000000
2021-11-11 01:01:00.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:01.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:01.733,1.693091230177663,0.9598096202133622,1.668751220642308,1.187997969353933,0.9382231565977855,0.2427794757828427,0.6531545607090082,0.1622633948001005,0.7873450638993856,0.3040635134019343,0.1485207226322459,0.5296397114209289,1.268551649714001,0.2501208248018997,0.2899503416654364,0.970573175282569,1.259965295634082,0.479538702921895,-0.00434320441679859,0.5918241970070242,0,822.7838827838829,766.7765567765568,0,556.8498168498169,-0.347900,0.090027,0.955688,5.749664,-33.054962,-2.856140,1,2,1,1,4,45.000000
2021-11-11 01:01:01.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:01.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:02.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:02.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:02.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:02.733,1.693091230177663,1.096757055096946,1.518769135876858,1.187997969353933,0.9382231565977855,0.5805200239960528,0.7397988250013852,0.1622633948001005,0.7873450638993856,0.9660598695027991,0.7615767488346191,0.5296397114209289,1.268551649714001,1.335300707803843,0.8337597838060826,0.970573175282569,1.259965295634082,1.005282096909366,0.759547051073343,0.5918241970070242,638.2417582417582,783.6996336996338,761.941391941392,476.2637362637363,620.5128205128206,-0.143066,0.074097,1.009888,9.936676,-1.809387,-16.112518,1,2,1,1,4,45.000000
2021-11-11 01:01:02.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:03.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:03.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:03.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:03.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:03.733,1.693091230177663,1.180238671833136,1.410723910729288,1.187997969353933,0.9382231565977855,0.2635949019195599,0.7277681695606497,0.1622633948001005,0.7873450638993856,0.9235338213299306,0.5989061757536284,0.5296397114209289,1.268551649714001,1.156508655088364,0.3392470190257161,0.970573175282569,1.259965295634082,0.8112237684756175,0.3392627408559369,0.5918241970070242,731.7216117216118,785.7142857142858,792.1611721611722,747.4358974358975,884.0293040293041,-0.275940,0.205383,0.916504,20.187378,9.450684,3.850555,1,2,1,1,4,45.000000
2021-11-11 01:01:04.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:04.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:04.733,1.693091230177663,0.3286420675184994,0.8240166878300063,1.187997969353933,0.9382231565977855,0.1717973909633817,0.1035344861802657,0.1622633948001005,0.7873450638993856,0.7176382923947515,0.3599233153943786,0.5296397114209289,1.268551649714001,0.8698031206346347,0.2662428730177395,0.970573175282569,1.259965295634082,0.7795059614182686,-0.1784393639881923,0.5918241970070242,668.0586080586081,791.3553113553114,781.6849816849817,258.6813186813187,621.3186813186813,-0.145752,0.128723,1.041748,-16.703186,-5.196381,11.073151,1,2,1,1,4,45.000000
2021-11-11 01:01:05.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:05.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:05.733,1.693091230177663,0.2870541085848023,0.9702214750144615,1.187997969353933,0.9382231565977855,0.2166154982429039,0.2414267522610559,0.1622633948001005,0.7873450638993856,0.5920491355225335,0.356612634271368,0.5296397114209289,1.268551649714001,0.7462425200573291,0.2050036870844286,0.970573175282569,1.259965295634082,0.6314260703855095,0.1251782821110134,0.5918241970070242,682.967032967033,793.7728937728938,786.5201465201466,481.9047619047619,673.6996336996338,-0.219849,0.143860,1.001221,4.710388,-12.067566,-11.686249,1,2,1,1,2,45.000000
2021-11-11 01:01:05.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:06.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:06.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:06.735,1.693091230177663,-0.1636430997156507,0.3801080549897017,1.187997969353933,0.9382231565977855,0.1522660317090694,-0.1359179689110911,0.1622633948001005,0.7873450638993856,0.5409900378899208,0.3646896626684852,0.5296397114209289,1.268551649714001,0.6064093384081802,0.1395013886965441,0.970573175282569,1.259965295634082,0.525201599620576,0.09207524031862536,0.5918241970070242,690.2197802197802,793.7728937728938,787.7289377289378,659.5970695970697,711.1721611721612,-0.282654,0.081970,0.935242,-2.257996,5.502930,-3.334656,1,2,1,1,2,45.000000
2021-11-11 01:01:06.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:07.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:07.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:07.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:07.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:07.738,1.693091230177663,-0.187310826449311,0.1098757576254723,1.187997969353933,0.9382231565977855,-0.2418471123139792,-0.1365660610034674,0.1622633948001005,0.7873450638993856,0.3321951430069512,0.2542416933039891,0.5296397114209289,1.268551649714001,0.2470724974352176,0.1728446386562986,0.970573175282569,1.259965295634082,-0.02291504076598725,-0.2740490051171092,0.5918241970070242,670.8791208791209,788.5347985347986,791.3553113553114,362.2344322344322,601.5750915750916,-0.235962,0.115601,1.041443,1.719666,-7.185211,-0.284119,1,2,1,1,2,45.000000
2021-11-11 01:01:08.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:08.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:08.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:08.740,1.693091230177663,0.05611649483463037,0.009100396180216332,1.187997969353933,0.9382231565977855,-0.1357733337915684,-0.09374987333119882,0.1622633948001005,0.7873450638993856,0.2563353407804373,0.2356280653404533,0.5296397114209289,1.268551649714001,0.288905568906191,0.06659167221957585,0.970573175282569,1.259965295634082,-0.1053095117257293,-0.2922859428747156,0.5918241970070242,761.1355311355312,785.3113553113553,791.7582417582418,675.3113553113553,720.4395604395604,-0.178467,0.113281,0.985962,5.727234,-9.241333,-4.418793,1,2,1,1,2,45.000000
2021-11-11 01:01:09.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:09.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:09.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:09.732,1.693091230177663,1.344960487953747,0.1081062949313393,1.187997969353933,0.9382231565977855,0.7025156604745871,-0.03236234723943645,0.1622633948001005,0.7873450638993856,0.7076469185126361,0.2228212293103295,0.5296397114209289,1.268551649714001,0.5716579509742153,0.116744283051959,0.970573175282569,1.259965295634082,0.1009100534010672,-0.259130184379278,0.5918241970070242,737.7655677655678,787.3260073260074,788.9377289377289,471.8315018315018,741.3919413919414,-0.142273,0.117249,0.987732,4.538422,-1.659851,-3.013153,1,2,1,1,2,45.000000
2021-11-11 01:01:09.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:10.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:10.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-11 01:01:10.733,1.693091230177663,1.364580698703028,-0.05967221418331775,1.187997969353933,0.9382231565977855,0.6781852124150693,-0.001176038807084868,0.1622633948001005,0.7873450638993856,0.7689397722807393,0.1674829612579749,0.5296397114209289,1.268551649714001,0.5216807175357424,0.0672976057818563,0.970573175282569,1.259965295634082,0.140293526965658,-0.1923618661388244,0.5918241970070242,676.9230769230769,801.4285714285714,790.5494505494506,470.2197802197803,603.992673992674,-0.137390,0.123169,0.986084,5.607605,-1.973877,-1.996307,1,2,1,1,2,45.000000
2021-11-11 01:01:10.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-11 01:01:10.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
