TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-11-26 23:42:00.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-26 23:42:00.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:01.078,1.614740269993481,0,0,1.62495979303201,0.2642447216707094,0,0,1.060028731923698,0.3307756456222393,0,0,0.5111294866612897,0.6133783177043158,0,0,0.4254335253087572,0.3974772681131718,0,0,0.3159478548296614,814.3223443223443,239.7435897435898,0,750.2564102564103,731.3186813186813,0.015503,0.002930,1.012695,3.117828,-5.884247,-2.385101,1,1,4,4,1,75.000000
2021-11-26 23:42:02.078,1.395233163486953,0,0,1.62495979303201,0.5203256952835706,0,0,1.060028731923698,0.6898488600812568,0,0,0.5111294866612897,0.5429528579639554,0,0,0.4254335253087572,0.16467997394664,0,0,0.3159478548296614,839.7069597069598,647.1062271062272,1089.120879120879,894.908424908425,759.1208791208792,0.016785,-0.003052,1.000244,3.753357,-4.000092,-3.723450,1,1,2,4,1,75.000000
2021-11-26 23:42:03.078,0.9752121204884393,0,0,1.62495979303201,0.4764114590931828,0,0,1.060028731923698,0.7205531026076977,0,0,0.5111294866612897,0.6570464970619768,0,0,0.4254335253087572,0.3755288592005447,0,0,0.3159478548296614,832.0512820512821,803.4432234432235,0,811.5018315018315,654.7619047619048,-0.140503,0.151978,1.066711,7.551575,-32.793274,-2.422485,1,1,4,4,1,75.000000
2021-11-26 23:42:03.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:03.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:04.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:04.082,0.8481547501138869,0,0,1.62495979303201,0.1419740388345205,0,0,1.060028731923698,0.4691253281973006,0,0,0.5111294866612897,0.7536512682029076,0,0,0.4254335253087572,0.4188864435339548,0,0,0.3159478548296614,798.2051282051282,1172.930402930403,1623.809523809524,1222.893772893773,859.4505494505495,-0.116882,0.153259,0.998413,4.583282,-10.572205,8.815155,1,1,4,4,1,75.000000
2021-11-26 23:42:04.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:04.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-11-26 23:42:05.082,0.8710754517674623,0,0,1.62495979303201,0.08768242666664028,0,0,1.060028731923698,0.3362850943385689,0,0,0.5111294866612897,0.8432395259209279,0,0,0.4254335253087572,0.4176002768825809,0,0,0.3159478548296614,732.9304029304029,692.2344322344322,0,1124.981684981685,857.8388278388279,-0.382751,0.026855,0.919373,-44.576721,14.362946,126.791687,1,1,4,4,4,75.000000
2021-11-26 23:42:06.080,0.8710754517674623,0,0.01752881751213149,1.62495979303201,0.08768242666664028,0,-0.06565725363949325,1.060028731923698,0.3362850943385689,0,0.4992198491873095,0.5111294866612897,0.8432395259209279,0,-0.08129050522538035,0.4254335253087572,0.4176002768825809,0,-1.040777314204302,0.3159478548296614,844.5421245421246,10.47619047619048,29.81684981684982,955.3479853479854,642.6739926739926,-0.382874,-0.139771,0.925232,7.648773,-9.974060,-2.041168,1,2,2,1,2,75.000000
2021-11-26 23:42:07.077,0.8710754517674623,0,0.2533248407344115,1.62495979303201,0.08768242666664028,0,-0.08348176756200973,1.060028731923698,0.3362850943385689,0,0.4992198491873095,0.5111294866612897,0.8432395259209279,0,-0.09171752638972332,0.4254335253087572,0.4176002768825809,0,-0.9194019526587074,0.3159478548296614,821.978021978022,219.1941391941392,566.1172161172161,724.0659340659341,652.3443223443223,-0.342651,-0.079590,0.919739,47.545013,-10.475006,-57.234955,1,2,2,2,2,75.000000
2021-11-26 23:42:07.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:08.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-26 23:42:08.078,0.8710754517674623,0,0.1468588889001029,1.62495979303201,0.08768242666664028,0,-0.7789817023996721,1.060028731923698,0.3362850943385689,0,-0.9187076110095997,0.5111294866612897,0.8432395259209279,0,-0.7294928328283463,0.4254335253087572,0.4176002768825809,0,-1.142954392333438,0.3159478548296614,873.1501831501831,332.8205128205128,176.0805860805861,1623.809523809524,693.040293040293,-0.668396,0.194275,0.736267,23.738861,9.435730,-17.884521,1,2,2,2,2,75.000000
2021-11-26 23:42:09.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
