TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-11-27 19:10:04.170,0.7938331327350706,0.7346354329264614,0,1.358953918715703,0.5466904916255693,0.3035460698739816,0,0.7545608622405506,1.012735426892997,0.6209827641252441,0,0.668338194470519,0.7915292714211489,1.180400123950773,0,1.021896155192646,0.6396175523738856,1.069267043037191,0,0.9389771040609757,858.6446886446887,772.014652014652,1211.611721611722,898.1318681318681,766.3736263736264,-0.232666,0.033752,0.987854,5.271149,-5.345917,-1.428070,1,1,1,2,1,30.000000
2021-11-27 19:10:04.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-27 19:10:05.154,0.5421311399105114,1.180691233806736,0,1.73161570864476,0.2343485218566708,0.8008775438621595,0,0.9213261222955553,0.8926886268125911,0.8664741724722482,0,0.5376234220585491,0.7360001874585277,1.173271717639956,0,1.060215014365282,0.4926418825988174,0.8996866451679859,0,1.212336398553785,789.7435897435897,806.2637362637363,1249.89010989011,788.9377289377289,790.1465201465202,-0.229736,0.043884,0.991699,4.545898,-4.426270,-3.244934,1,1,1,2,1,30.000000
2021-11-27 19:10:06.160,1.088965101377628,0.645800697373392,0,1.381173006138498,0.7808076473973208,0.2187587524224393,0,0.7286512559075893,0.7198118683247605,0.4979919240029285,0,0.6685353522748007,0.7411449948203604,0.9552560308185533,0,0.7865048649339811,0.524063143867558,0.8089035636036321,0,0.5346942679396403,790.1465201465202,787.7289377289378,556.8498168498169,764.3589743589744,733.3333333333334,-0.238770,0.027222,0.978333,6.168365,-4.859924,-0.897217,1,1,1,4,1,30.000000
2021-11-27 19:10:07.160,0.8989324109237197,-0.02560180642291975,0,1.236084819496565,0.5173756471413874,-0.172364815301926,0,0.6679989703067315,0.7348098626178815,0.5461785552522544,0,0.71055887119301,0.715179175285255,0.9562543815282283,0,0.9151569671764804,0.5805557139899193,0.7845257755482874,0,0.6253035534736835,798.2051282051282,803.8461538461539,917.8754578754579,804.6520146520147,725.2747252747253,-0.216003,0.017273,0.989990,3.514099,-7.088013,-3.050537,1,1,1,4,1,30.000000
2021-11-27 19:10:08.154,1.096282679994948,-0.3459416736384275,0,1.243138807743043,0.6976125437274607,-0.1231718035883679,0,0.4206473214182744,0.8502922007168005,0.5079829995893689,0,0.8691112826427719,0.7154486630679195,1.042659688767122,0,0.7756878076686399,0.54405356335654,0.8752794935527621,0,0.598443609271113,774.0293040293041,813.1135531135532,503.2600732600733,803.4432234432235,781.6849816849817,-0.211121,0.006836,0.987793,3.446808,-4.837494,-0.635529,1,1,1,4,1,30.000000
2021-11-27 19:10:09.154,0.8199985650495492,-0.2930938441397752,0,1.100922204209067,0.4046883575673505,0.001022009078554845,0,0.3659010403199653,0.4829459968165989,0.341535878759698,0,0.7651195525687076,0.6649992954059429,0.8470626153972941,0,0.7553218016485539,0.3724777837664064,0.7886459294244219,0,0.3825203035033282,792.1611721611722,800.2197802197802,1363.919413919414,792.1611721611722,586.6666666666666,-0.201233,-0.000916,0.991089,5.226288,-4.680481,-2.437439,1,1,1,4,1,30.000000
2021-11-27 19:10:09.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-27 19:10:10.154,1.061058854992998,0.2544930747237195,0,0.8057686025923211,0.9503317007883759,0.2060598890942579,0,0.900775942199603,1.321197777670805,0.476449013744522,0,1.117234464714339,0.6725704053968844,0.7327802846160073,0,0.7713005194618974,0.5897307666862818,0.6535567013438425,0,0.5274462343766092,808.6813186813187,813.919413919414,885.2380952380953,792.1611721611722,801.025641025641,-0.215576,-0.004028,0.988403,4.747772,-4.000092,-3.177643,1,1,1,2,1,30.000000
2021-11-27 19:10:11.154,1.304601531512543,0.1191272588290672,0,1.076749124853622,1.194160160672875,0.1780555031229075,0,1.12437941156348,1.334772534586113,0.5106747016465996,0,1.122070337824936,0.8416218939799034,1.088517598622407,0,0.8203194334105004,0.743691979468726,0.7614871326839208,0,0.7220585790740779,780.4761904761905,792.1611721611722,593.1135531135532,781.6849816849817,663.6263736263736,-0.206055,-0.000183,0.997131,6.145935,-4.082336,-2.302856,1,1,1,2,1,30.000000
2021-11-27 19:10:11.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-27 19:10:12.163,1.285769536688014,-0.06678915754186851,0,1.3896482664127,1.178593194390797,0.09597568474404115,0,1.116352750486647,1.397742218203926,0.5561853707201722,0,1.334849342176964,0.6711099710483031,1.131962090478131,0,0.6685916542197146,0.688127275287346,0.7396243387101703,0,0.585503243240228,802.6373626373627,796.996336996337,685.7875457875458,788.1318681318681,682.1611721611722,-0.212585,0.012268,0.985901,6.213226,-5.024414,-1.480408,1,1,1,2,1,30.000000
2021-11-27 19:10:12.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-11-27 19:10:13.154,1.262355914737841,0.4759219614821669,0,1.247187933745493,1.031307180795393,0.2580965675310949,0,1.019523802496911,1.316195799101632,0.9620753524514319,0,1.211768881844818,0.666004607429612,0.9564493529718655,0,0.7427137403545111,0.5586348110717632,0.8176014073670884,0,0.4827290879188033,806.2637362637363,775.2380952380953,1269.230769230769,793.3699633699634,808.2783882783883,-0.338501,0.129211,0.931641,7.357178,3.102875,2.684174,1,1,1,2,1,30.000000
2021-11-27 19:10:14.154,1.216436085191131,1.020090510185365,0,0.9920148784492652,0.6396124946830835,0.6542820224611383,0,0.7464942509577773,0.5402486371336283,1.035649842397217,0,0.7146519858673551,0.7598055892685923,1.004411810557789,0,0.7711450285106687,0.2935421558473261,0.7374873735739057,0,0.3693679318550857,787.7289377289378,780.0732600732601,1504.945054945055,782.0879120879121,851.3919413919414,-0.280090,0.180664,0.951416,8.194580,-4.463654,1.510315,1,1,1,2,1,30.000000
2021-11-27 19:10:15.156,0.6206505464939369,0.1677052504128713,0,1.312981141766364,0.59805135477034,-0.1743698907661547,0,1.178220831988271,0.4268645492869504,0.5256338237603888,0,1.150528297270858,0.6392390769118601,0.7279969647971374,0,0.9403556746559724,0.4744181692506162,0.6364455294103775,0,0.7837804732305277,783.6996336996338,782.0879120879121,994.8351648351648,833.2600732600733,707.948717948718,-0.297607,0.211609,0.937561,-1.824341,-0.351410,-1.263580,1,1,1,2,1,30.000000
