TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT
1635812847.362,792.967032967033,811.9047619047619,769.1941391941392,788.9377289377289,680.5494505494506
1635812848.362,751.4652014652015,770.8058608058608,780.8791208791209,803.8461538461539,799.8168498168499
1635812849.362,747.4358974358975,827.6190476190476,793.3699633699634,802.2344322344322,906.1904761904764
1635812850.371,838.901098901099,803.040293040293,803.4432234432235,795.7875457875458,817.1428571428571
1635812851.366,809.8901098901099,780.4761904761905,798.2051282051282,743.4065934065934,785.3113553113553
1635812852.361,765.1648351648352,811.5018315018315,795.7875457875458,802.6373626373627,828.4249084249085
1635812853.367,816.3369963369963,792.967032967033,798.2051282051282,938.8278388278388,1008.534798534799
1635812854.361,595.1282051282052,675.7142857142858,936.007326007326,536.7032967032967,215.5677655677656
1635812855.363,797.3992673992674,792.5641025641025,784.9084249084249,784.9084249084249,945.2747252747253
1635812856.362,796.996336996337,803.040293040293,781.2820512820513,778.0586080586081,829.2307692307693
1635812857.361,761.1355311355312,778.4615384615385,768.3882783882784,847.7655677655678,1091.135531135531
1635812858.362,760.3296703296703,829.6336996336996,812.7106227106227,757.9120879120879,712.7838827838829
1635812859.366,808.2783882783883,782.4908424908425,777.6556776556777,789.7435897435897,958.974358974359
1635812860.362,619.7069597069598,674.5054945054945,844.945054945055,699.4871794871796,1029.084249084249
1635812861.361,826.007326007326,851.7948717948718,796.996336996337,721.6483516483516,1062.930402930403
1635812862.362,776.8498168498169,795.3846153846154,772.8205128205128,719.2307692307693,674.9084249084249
1635812863.361,797.8021978021978,737.3626373626374,788.5347985347986,777.2527472527473,906.1904761904764
1635812864.361,726.4835164835165,788.9377289377289,762.7472527472528,740.989010989011,883.2234432234433
1635812865.368,774.0293040293041,788.9377289377289,778.4615384615385,790.952380952381,834.4688644688645
1635812866.361,777.6556776556777,774.8351648351648,790.952380952381,777.2527472527473,844.1391941391942
1635812867.361,783.6996336996338,822.7838827838829,783.2967032967033,773.6263736263736,603.5897435897436
1635812868.366,839.7069597069598,781.6849816849817,778.4615384615385,785.7142857142858,657.985347985348
1635812869.361,786.9230769230769,775.2380952380953,775.6410256410256,802.2344322344322,894.908424908425
1635812870.361,771.2087912087912,810.6959706959707,777.2527472527473,772.4175824175825,699.4871794871796
1635812871.362,785.3113553113553,771.2087912087912,789.7435897435897,801.4285714285714,964.2124542124542
1635812872.361,795.7875457875458,792.1611721611722,801.4285714285714,808.6813186813187,827.2161172161173
1635812873.361,764.3589743589744,803.8461538461539,784.1025641025641,766.7765567765568,774.0293040293041
1635812874.365,754.2857142857143,800.2197802197802,770.8058608058608,739.7802197802198,801.8315018315019
1635812875.36,817.1428571428571,798.6080586080586,781.6849816849817,761.5384615384615,799.4139194139194
1635812876.361,782.893772893773,816.3369963369963,785.3113553113553,796.1904761904763,736.959706959707
1635812877.361,770.8058608058608,780.8791208791209,788.5347985347986,776.4468864468864,798.6080586080586
1635812878.361,801.025641025641,777.6556776556777,781.2820512820513,780.4761904761905,854.6153846153846
1635812879.361,782.0879120879121,797.3992673992674,788.5347985347986,768.3882783882784,786.9230769230769
1635812880.361,805.054945054945,788.9377289377289,783.2967032967033,791.7582417582418,905.3846153846154
1635812881.361,786.9230769230769,803.8461538461539,788.9377289377289,806.2637362637363,852.1978021978023
1635812882.361,806.2637362637363,799.0109890109891,794.1758241758242,799.8168498168499,785.7142857142858
1635812883.364,770.0,795.3846153846154,801.025641025641,813.919413919414,895.7142857142858
1635812884.361,819.1575091575091,796.996336996337,778.8644688644689,608.8278388278388,779.6703296703297
1635812885.361,787.3260073260074,830.0366300366301,792.1611721611722,826.4102564102565,854.6153846153846
1635812886.361,770.8058608058608,847.7655677655678,805.054945054945,809.8901098901099,833.2600732600733
1635812887.361,807.4725274725275,786.5201465201466,789.7435897435897,804.6520146520147,883.2234432234433
1635812888.361,728.901098901099,803.040293040293,757.5091575091575,730.1098901098901,761.941391941392
1635812889.363,765.9706959706959,789.3406593406594,792.1611721611722,794.5787545787546,753.8827838827839
1635812890.361,796.5934065934066,790.5494505494506,811.0989010989011,787.3260073260074,668.0586080586081
1635812891.361,801.8315018315019,813.1135531135532,790.5494505494506,750.2564102564103,742.1978021978023
1635812892.361,705.934065934066,606.007326007326,869.1208791208792,783.6996336996338,990.8058608058608
1635812893.361,799.4139194139194,787.3260073260074,789.3406593406594,786.1172161172161,611.6483516483516
1635812894.361,792.967032967033,797.3992673992674,792.967032967033,806.2637362637363,821.978021978022
1635812895.366,784.1025641025641,790.952380952381,799.8168498168499,744.2124542124542,855.4212454212454
1635812896.366,739.7802197802198,786.5201465201466,816.7399267399268,800.2197802197802,804.2490842490843
1635812897.361,765.9706959706959,794.1758241758242,807.0695970695971,803.040293040293,767.1794871794872
1635812898.367,802.2344322344322,802.2344322344322,788.5347985347986,732.1245421245421,765.9706959706959
1635812899.366,813.919413919414,806.6666666666667,779.2673992673992,832.4542124542124,997.2527472527472
1635812900.361,797.8021978021978,798.2051282051282,795.3846153846154,773.2234432234433,792.1611721611722
